"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"914","Kansas","Ellis County",3.9923301,0.34306887,51425.30124,0.14992541,27852,"Midwest","Mid-range Population"
"915","Kansas","Ellsworth County",4.3410578,0.19799165,49093.03494,0.079122134,6221,"Midwest","Least Populated"
"916","Kansas","Finney County",3.048754,0.17089228,52525.70796,0.13776368,43163,"Midwest","More Populated"
"917","Kansas","Ford County",2.5115471,0.16705552,47540.57351,0.17396289,34832,"Midwest","Mid-range Population"
"918","Kansas","Franklin County",3.3660915,0.18515609,51885.71445,0.08378312,26651,"Midwest","Mid-range Population"
"919","Kansas","Geary County",3.9460318,0.20133658,48651.74571,0.11783729,34675,"Midwest","Mid-range Population"
"920","Kansas","Gove County",4.5564032,0.1693033,46314.03636,0.091020964,2517,"Midwest","Least Populated"
"921","Kansas","Graham County",3.9664173,0.24339023,43090.3558,0.10825671,2407,"Midwest","Least Populated"
"922","Kansas","Grant County",1.6959499,0.15911074,54584.05518,0.11708165,7475,"Midwest","Least Populated"
"923","Kansas","Gray County",3.6074381,0.19904225,59391.68198,0.069752619,6145,"Midwest","Least Populated"
"924","Kansas","Greeley County",NA,0.20734598,47000,0.064641744,1293,"Midwest","Least Populated"
"925","Kansas","Greenwood County",4.3222513,0.14633636,40860.96098,0.16961136,6637,"Midwest","Least Populated"
"926","Kansas","Hamilton County",3.8627746,0.14896215,48523,0.077254899,2648,"Midwest","Least Populated"
"927","Kansas","Harper County",3.5137472,0.16426009,46718.21578,0.12207092,5677,"Midwest","Least Populated"
"928","Kansas","Harvey County",3.6478345,0.25288841,53336.84953,0.088317282,34631,"Midwest","Mid-range Population"
"929","Kansas","Haskell County",3.8815918,0.14847513,55453,0.12023952,4062,"Midwest","Least Populated"
"930","Kansas","Hodgeman County",3.3255241,0.22943397,56250,0.079691514,1875,"Midwest","Least Populated"
"931","Kansas","Jackson County",4.0809269,0.17513467,55490.28636,0.10272432,13478,"Midwest","Less Populated"
"932","Kansas","Jefferson County",3.8918905,0.2221954,57486.05338,0.065183431,18311,"Midwest","Less Populated"
"933","Kansas","Jewell County",3.5605175,0.18920444,38558.29379,0.13573501,3039,"Midwest","Least Populated"
"934","Kansas","Johnson County",4.6146975,0.51255327,86749.55227,0.054593384,549661,"Midwest","Most Populated"
"935","Kansas","Kearny County",3.5963757,0.12304439,49396,0.13489437,4281,"Midwest","Least Populated"
"936","Kansas","Kingman County",3.1743159,0.20131706,55325.21481,0.10262185,7514,"Midwest","Least Populated"
"937","Kansas","Kiowa County",3.0406733,0.20939445,44896,0.093762904,2419,"Midwest","Least Populated"
"938","Kansas","Labette County",4.3323512,0.18093196,43216.23802,0.15176181,21602,"Midwest","Mid-range Population"
"939","Kansas","Lane County",3.1455712,0.22160445,58077,0.13904068,1708,"Midwest","Least Populated"
"940","Kansas","Leavenworth County",3.2466772,0.29402742,68465.43596,0.083055258,75841,"Midwest","More Populated"
"941","Kansas","Lincoln County",3.8281753,0.17071094,49583,0.101565,3113,"Midwest","Least Populated"
"942","Kansas","Linn County",3.558558,0.13592178,45154.57871,0.10454828,9224,"Midwest","Less Populated"
"943","Kansas","Logan County",3.1401427,0.18030304,48205,0.11794501,2559,"Midwest","Least Populated"
"944","Kansas","Lyon County",2.4477763,0.23378526,42692.22354,0.22637135,33371,"Midwest","Mid-range Population"
"945","Kansas","McPherson County",3.1986191,0.25518653,56530.62258,0.075559698,28851,"Midwest","Mid-range Population"
"946","Kansas","Marion County",3.7222409,0.19728713,48424.84218,0.0956861,11958,"Midwest","Less Populated"
"947","Kansas","Marshall County",2.4930475,0.12688172,48517.17258,0.10388228,10098,"Midwest","Less Populated"
"948","Kansas","Meade County",3.2580488,0.20819631,52868.93246,0.11401574,4446,"Midwest","Least Populated"
"949","Kansas","Miami County",3.8087494,0.23135807,66086.2418,0.079649396,31229,"Midwest","Mid-range Population"
"950","Kansas","Mitchell County",3.4476399,0.21288607,48968.32183,0.081849143,6261,"Midwest","Least Populated"
"951","Kansas","Montgomery County",3.799551,0.18262084,41843.57613,0.14960395,33908,"Midwest","Mid-range Population"
"952","Kansas","Morris County",3.5238285,0.16679427,48742.42191,0.10836289,5936,"Midwest","Least Populated"
"953","Kansas","Morton County",5.1640372,0.19129603,44100,0.065064102,3020,"Midwest","Least Populated"
"954","Kansas","Nemaha County",4.8771601,0.16916806,50150.78031,0.092465125,9939,"Midwest","Less Populated"
"955","Kansas","Neosho County",3.9491713,0.15866017,43713.1276,0.1751208,15927,"Midwest","Less Populated"
"956","Kansas","Ness County",1.155465,0.18884777,47026.27969,0.073286965,2822,"Midwest","Least Populated"
"957","Kansas","Norton County",4.4307423,0.17342824,47651,0.098638743,5338,"Midwest","Least Populated"
"958","Kansas","Osage County",3.9460771,0.19373581,52170.73642,0.11435719,16089,"Midwest","Less Populated"
"959","Kansas","Osborne County",4.5056744,0.17962371,41432,0.15489273,3754,"Midwest","Least Populated"
"960","Kansas","Ottawa County",3.1891477,0.1960579,52473.35676,0.1018736,5931,"Midwest","Least Populated"
"961","Kansas","Pawnee County",2.9200416,0.17796934,44772.42492,0.10286383,6214,"Midwest","Least Populated"
"962","Kansas","Phillips County",5.2700372,0.17101608,46909.40624,0.10071699,5239,"Midwest","Least Populated"
"963","Kansas","Pottawatomie County",4.7752171,0.28430051,62787.84725,0.071438551,20339,"Midwest","Mid-range Population"
"964","Kansas","Pratt County",4.2254281,0.230865,49983.98333,0.099108383,9297,"Midwest","Less Populated"
"965","Kansas","Rawlins County",2.8561437,0.19793814,49327,0.12345679,2381,"Midwest","Least Populated"
"966","Kansas","Reno County",3.3186436,0.18215896,47353.39793,0.13577224,63854,"Midwest","More Populated"
"967","Kansas","Republic County",4.0165277,0.18638964,42586.28494,0.113326,4682,"Midwest","Least Populated"
"968","Kansas","Rice County",4.479238,0.2142058,47302.32163,0.13643683,9996,"Midwest","Less Populated"
"969","Kansas","Riley County",4.4933271,0.42535818,47997.96134,0.25138524,71123,"Midwest","More Populated"
"970","Kansas","Rooks County",4.0633063,0.20202099,46838.16773,0.16011977,4971,"Midwest","Least Populated"
"971","Kansas","Rush County",3.9118133,0.16319093,40868.87995,0.12716739,3182,"Midwest","Least Populated"
"972","Kansas","Russell County",4.8098207,0.2027358,42198.967,0.17008626,6658,"Midwest","Least Populated"
"973","Kansas","Saline County",2.5678394,0.22799891,50327.27555,0.12680292,54973,"Midwest","More Populated"
"974","Kansas","Scott County",2.8872266,0.20312031,61886,0.08564911,4714,"Midwest","Least Populated"
"975","Kansas","Sedgwick County",3.4701872,0.26847902,56299.84055,0.14002675,494241,"Midwest","Most Populated"
"976","Kansas","Seward County",3.6191275,0.12799902,49500.06557,0.16668549,23438,"Midwest","Mid-range Population"
"977","Kansas","Shawnee County",3.4419155,0.28373042,53942.62752,0.14865789,177787,"Midwest","Most Populated"
"978","Kansas","Sheridan County",4.1516271,0.21778755,50330.70775,0.15385357,2387,"Midwest","Least Populated"
"979","Kansas","Sherman County",2.8985,0.1908024,45891.101,0.17797117,5840,"Midwest","Least Populated"
"980","Kansas","Smith County",4.5057788,0.14891464,44653.44978,0.11979886,3769,"Midwest","Least Populated"
"981","Kansas","Stafford County",3.2105479,0.20775416,47432.17918,0.13974462,4365,"Midwest","Least Populated"
"982","Kansas","Stanton County",4.1431704,0.14227365,44567,0.060128141,2194,"Midwest","Least Populated"
"983","Kansas","Stevens County",3.3956354,0.13803162,54068.34486,0.12039077,5263,"Midwest","Least Populated"
"984","Kansas","Sumner County",3.6640766,0.18681853,49305.39665,0.10829507,23427,"Midwest","Mid-range Population"
"985","Kansas","Thomas County",3.2037876,0.2343767,51425.29671,0.087264903,7533,"Midwest","Least Populated"
"986","Kansas","Trego County",2.7439592,0.22217195,54630,0.091471799,2949,"Midwest","Least Populated"
"987","Kansas","Wabaunsee County",4.3365126,0.21795768,58071.17652,0.087431371,6785,"Midwest","Least Populated"
"988","Kansas","Wallace County",NA,0.2343298,45804,0.15322581,1429,"Midwest","Least Populated"
"989","Kansas","Washington County",3.0036995,0.18294212,47010.0657,0.10612679,5630,"Midwest","Least Populated"
"990","Kansas","Wichita County",3.1401427,0.15879264,57596,0.1044843,2110,"Midwest","Least Populated"
"991","Kansas","Wilson County",3.9173565,0.10522592,43869.24923,0.15029612,9408,"Midwest","Less Populated"
"992","Kansas","Woodson County",3.9180343,0.1282438,35221.32668,0.21357968,3189,"Midwest","Least Populated"
"993","Kansas","Wyandotte County",1.9524829,0.1473262,42912.39914,0.2139494,156864,"Midwest","Most Populated"
"994","Kentucky","Adair County",2.8541172,0.14429861,33786.96779,0.21866161,17834,"South","Less Populated"
"995","Kentucky","Allen County",4.0669131,0.10762255,42291.76278,0.20144957,19071,"South","Mid-range Population"
"996","Kentucky","Anderson County",3.9521286,0.17324746,53256.6538,0.11534962,21936,"South","Mid-range Population"
"997","Kentucky","Ballard County",3.1233039,0.10771099,43922.54407,0.13098353,8236,"South","Least Populated"
"998","Kentucky","Barren County",3.4864428,0.15122126,40474.59567,0.19001825,41727,"South","More Populated"
"999","Kentucky","Bath County",3.1196661,0.13423206,35068.78716,0.29099739,11690,"South","Less Populated"
"1000","Kentucky","Bell County",2.9956779,0.11272566,23941.74581,0.29509801,29004,"South","Mid-range Population"
"1001","Kentucky","Boone County",3.5904822,0.28515083,73576.02813,0.073972158,120380,"South","Most Populated"
"1002","Kentucky","Bourbon County",2.8880293,0.17389242,45463.41226,0.16130793,19625,"South","Mid-range Population"
"1003","Kentucky","Boyd County",3.2512856,0.15914789,45258.97854,0.17973763,48716,"South","More Populated"
"1004","Kentucky","Boyle County",3.6418078,0.23485906,41387.98231,0.18699615,29588,"South","Mid-range Population"
"1005","Kentucky","Bracken County",3.3046715,0.11648774,35858.59637,0.19449301,8683,"South","Least Populated"
"1006","Kentucky","Breathitt County",1.4759296,0.10298207,26079.74211,0.32995185,15588,"South","Less Populated"
"1007","Kentucky","Breckinridge County",4.0483365,0.076566949,44099.11302,0.19439253,19016,"South","Mid-range Population"
"1008","Kentucky","Bullitt County",3.4776278,0.11121824,58979.87949,0.094162382,76206,"South","More Populated"
"1009","Kentucky","Butler County",2.0917151,0.078366831,37666.96485,0.19414017,13466,"South","Less Populated"
"1010","Kentucky","Caldwell County",3.424551,0.14146821,44814.0114,0.18565847,12887,"South","Less Populated"
"1011","Kentucky","Calloway County",4.5369291,0.28279245,38195.54515,0.19844434,36782,"South","More Populated"
"1012","Kentucky","Campbell County",3.5788598,0.26446164,59824.65833,0.11291967,89350,"South","More Populated"
"1013","Kentucky","Carlisle County",2.8986232,0.10445391,41987.98531,0.15952222,5184,"South","Least Populated"
"1014","Kentucky","Carroll County",2.8005724,0.093674548,43197.25964,0.21898936,10683,"South","Less Populated"
"1015","Kentucky","Carter County",3.0360827,0.10183076,37384.82918,0.20699956,26848,"South","Mid-range Population"
"1016","Kentucky","Casey County",3.6946044,0.095588878,32588.97487,0.28716198,16532,"South","Less Populated"
"1017","Kentucky","Christian County",3.3992374,0.13194151,41397.61556,0.20018348,81334,"South","More Populated"
"1018","Kentucky","Clark County",3.7215061,0.17369877,50539.41406,0.16059116,36358,"South","Mid-range Population"
"1019","Kentucky","Clay County",3.326848,0.081439041,23924.7983,0.34510776,23486,"South","Mid-range Population"
"1020","Kentucky","Clinton County",2.4100735,0.037254088,29341.25331,0.29090932,9332,"South","Less Populated"
"1021","Kentucky","Crittenden County",3.1883042,0.091404207,39277.58089,0.16703071,9074,"South","Less Populated"
"1022","Kentucky","Cumberland County",1.4986976,0.078813918,32672.96062,0.26647627,6662,"South","Least Populated"
"1023","Kentucky","Daviess County",3.6765394,0.18022089,50125.24463,0.14801028,95944,"South","Most Populated"
"1024","Kentucky","Edmonson County",4.1990204,0.069506302,42388.235,0.18805271,12080,"South","Less Populated"
"1025","Kentucky","Elliott County",2.0518861,0.072358511,27745.93785,0.36300403,8515,"South","Least Populated"
"1026","Kentucky","Estill County",2.4912171,0.066143252,29745.04764,0.25229648,14854,"South","Less Populated"
"1027","Kentucky","Fayette County",3.661907,0.39169756,56306.18915,0.17930484,300307,"South","Most Populated"
"1028","Kentucky","Fleming County",3.0522273,0.12276661,36361.79955,0.20432331,14804,"South","Less Populated"
"1029","Kentucky","Floyd County",3.5138819,0.1181279,31187.57337,0.28319594,41893,"South","More Populated"
"1030","Kentucky","Franklin County",3.1235545,0.27118033,51490.55309,0.13745309,49004,"South","More Populated"
"1031","Kentucky","Fulton County",2.0176988,0.10998336,28023.15441,0.26798546,6830,"South","Least Populated"
"1032","Kentucky","Gallatin County",2.5829811,0.090410292,50322.05332,0.23627703,8206,"South","Least Populated"
"1033","Kentucky","Garrard County",3.1286461,0.13823062,46543.28447,0.17248526,17083,"South","Less Populated"
"1034","Kentucky","Grant County",3.8682837,0.10865635,46578.9524,0.17459589,25538,"South","Mid-range Population"
"1035","Kentucky","Graves County",4.063303,0.14333688,41311.70502,0.19966178,38129,"South","More Populated"
"1036","Kentucky","Grayson County",3.4340062,0.075860575,35729.31702,0.19188905,25615,"South","Mid-range Population"
"1037","Kentucky","Green County",3.7053902,0.11427654,35737.71727,0.17908832,11310,"South","Less Populated"
"1038","Kentucky","Greenup County",3.3050075,0.15103199,46294.62157,0.14651936,37842,"South","More Populated"
"1039","Kentucky","Hancock County",3.426713,0.10975631,48314.71594,0.15698722,8655,"South","Least Populated"
"1040","Kentucky","Hardin County",3.2728074,0.18135537,54353.51536,0.12809519,102543,"South","Most Populated"
"1041","Kentucky","Harlan County",1.806334,0.10821211,27210.13133,0.3081744,30759,"South","Mid-range Population"
"1042","Kentucky","Harrison County",3.3802011,0.13574639,39095.32829,0.2042788,18604,"South","Mid-range Population"
"1043","Kentucky","Hart County",3.3382423,0.090739332,35999.2904,0.23521022,18417,"South","Less Populated"
"1044","Kentucky","Henderson County",4.0093498,0.15901506,44776.85299,0.14627773,45648,"South","More Populated"
"1045","Kentucky","Henry County",2.7131503,0.14455938,50864.15335,0.18341056,15828,"South","Less Populated"
"1046","Kentucky","Hickman County",2.3301458,0.16503222,39756,0.16091955,4802,"South","Least Populated"
"1047","Kentucky","Hopkins County",3.3683944,0.13095604,44853.80957,0.18232405,46130,"South","More Populated"
"1048","Kentucky","Jackson County",3.0343726,0.061888278,31177.16229,0.32564133,13315,"South","Less Populated"
"1049","Kentucky","Jefferson County",3.1088252,0.27774352,55041.16591,0.15584809,726844,"South","Most Populated"
"1050","Kentucky","Jessamine County",3.4853373,0.26979741,56562.18563,0.14724641,48129,"South","More Populated"
"1051","Kentucky","Johnson County",4.1580863,0.10132328,34304.54055,0.21948962,24216,"South","Mid-range Population"
"1052","Kentucky","Kenton County",3.6028631,0.27406412,58856.1153,0.11401735,159614,"South","Most Populated"
"1053","Kentucky","Knott County",2.8218992,0.1243346,30723.60045,0.24255224,16963,"South","Less Populated"
"1054","Kentucky","Knox County",2.8381948,0.084940791,27208.77973,0.3502309,32800,"South","Mid-range Population"
"1055","Kentucky","Larue County",3.8842492,0.11963362,41794.27894,0.15316255,13589,"South","Less Populated"
"1056","Kentucky","Laurel County",3.3883386,0.13578911,36836.74343,0.19959716,58192,"South","More Populated"
"1057","Kentucky","Lawrence County",3.3465703,0.083720222,34190.75057,0.24250767,16609,"South","Less Populated"
"1058","Kentucky","Lee County",2.1906722,0.075251646,21181.13567,0.30809644,6921,"South","Least Populated"
"1059","Kentucky","Leslie County",2.0575652,0.080838524,25350.93793,0.24605462,11466,"South","Less Populated"
"1060","Kentucky","Letcher County",2.3844404,0.11789905,29085.20062,0.26504135,23812,"South","Mid-range Population"
"1061","Kentucky","Lewis County",2.9430442,0.11654622,29620.34809,0.27478033,13785,"South","Less Populated"
"1062","Kentucky","Lincoln County",2.8594115,0.10588694,34893.88012,0.21703535,25147,"South","Mid-range Population"
