"trump_vote","host_imm","unemp","male","college","white","home_owner","age","weight"
1,7.5,0,1,1,1,1,35,0.194515
1,7.5,0,0,0,1,0,29,1.913447
NA,2.5,0,0,0,0,1,68,0.1192326
NA,2.5,0,0,1,0,1,46,0.2807514
0,2.5,0,0,1,1,1,30,1.819189
1,2.5,0,1,1,1,1,34,0.3301072
NA,5,0,1,1,1,1,30,0.9799168
1,5,0,0,1,1,0,30,0.8261743
1,10,0,1,0,1,1,81,0.8220988
0,2.5,0,1,1,0,0,42,0.8424176
1,10,0,1,1,0,1,52,0.8372683
1,5,0,1,0,1,1,53,1.604646
0,5,0,0,0,1,1,30,1.430965
1,7.5,0,1,1,0,1,61,0.4283142
NA,7.5,1,1,0,1,1,18,1.192418
0,2.5,0,1,0,1,1,69,1.796792
0,0,0,0,0,1,0,44,0.5943596
NA,10,0,0,1,0,0,45,1.840055
NA,10,1,1,0,1,0,47,0.2408237
1,10,0,1,0,1,0,41,1.205255
0,7.5,0,0,0,1,1,77,0.604686
NA,0,0,1,1,1,0,24,0.619124
NA,5,0,1,0,1,0,55,1.25814
NA,5,0,0,0,1,0,34,0.3162658
1,10,0,1,1,1,0,28,1.2323
1,7.5,0,0,1,1,0,34,0.7939487
0,0,0,1,0,1,1,67,0.6601819
1,0,1,0,0,1,0,36,0.3167254
NA,5,0,1,1,0,0,65,0.07295637
NA,7.5,0,0,0,0,0,42,0.1507323
NA,10,0,1,0,1,1,74,1.405846
0,0,1,1,0,1,0,20,1.534694
NA,7.5,0,0,1,0,1,29,0.01854948
1,10,0,0,0,1,1,46,0.7058249
1,7.5,0,0,0,1,1,49,2.309979
NA,10,0,0,1,1,0,26,0.3642031
NA,2.5,0,1,1,0,1,29,0.1794419
NA,2.5,0,0,1,1,0,25,0.5850668
1,10,0,0,0,0,1,78,1.260917
0,2.5,0,1,0,1,1,73,1.23732
NA,2.5,0,0,0,0,0,44,0.879723
1,7.5,0,1,1,1,1,33,3.763469
0,2.5,0,1,1,1,1,51,0.4951215
0,0,0,1,1,1,1,30,0.3168968
NA,0,0,0,0,1,0,57,2.113176
0,10,0,1,0,1,1,55,0.4822012
0,0,0,1,0,1,0,23,0.5550747
NA,2.5,0,0,0,0,0,26,0.4279482
0,0,0,0,1,1,0,29,0.7899322
0,2.5,0,0,0,1,1,87,1.107381
0,7.5,0,1,0,0,0,63,0.5579852
1,10,0,0,0,1,1,71,0.663353
NA,7.5,0,0,0,1,1,26,1.156395
NA,0,1,0,0,0,0,36,0.2263599
NA,5,0,1,1,1,0,40,0.4691135
NA,2.5,0,1,0,1,0,33,2.905591
1,10,0,0,0,1,1,40,1.632766
NA,5,0,1,0,1,0,26,4.999614
NA,5,0,0,0,1,1,34,0.2344396
NA,0,0,0,0,0,0,21,0.28896
1,7.5,0,0,1,1,1,35,0.4667289
0,5,0,1,0,1,1,69,0.8713377
NA,7.5,0,0,0,0,1,50,0.2872304
0,2.5,0,0,0,1,0,60,0.8336517
0,2.5,0,0,1,1,1,32,1.11989
NA,0,0,0,0,1,0,19,0.3759796
NA,5,0,0,0,1,0,31,0.857809
1,10,0,0,1,1,0,28,0.8289019
NA,5,0,0,0,0,0,19,2.114441
0,5,0,0,0,1,0,22,0.18121
0,0,0,0,0,1,1,34,0.5951834
0,2.5,0,0,0,1,0,30,0.903027
NA,7.5,0,1,0,0,1,48,1.17326
NA,10,0,0,0,1,0,48,0.5011418
NA,7.5,0,0,0,1,1,49,1.934636
NA,0,0,0,1,0,0,27,0.5783722
0,10,0,1,1,0,1,37,1.021891
1,0,0,1,0,1,0,24,3.14915
1,7.5,0,1,0,1,0,65,0.9123358
NA,0,0,0,1,0,0,22,0.02309397
1,7.5,0,0,0,1,0,60,0.5756453
1,10,0,0,0,1,1,60,1.053
NA,2.5,0,1,0,1,0,18,0.7524244
NA,5,1,1,0,0,1,18,8.878558
0,0,0,0,0,1,1,60,1.430217
1,2.5,0,1,0,1,1,43,2.63007
0,7.5,1,0,1,1,1,35,2.15449
NA,0,0,0,0,1,0,20,0.9395572
1,10,0,0,0,1,0,44,0.7332021
NA,0,1,1,0,0,0,23,0.5432033
1,10,0,0,0,1,1,36,1.241402
NA,5,0,0,1,1,0,26,0.2537766
0,2.5,0,1,1,1,0,27,2.539455
0,0,0,0,1,1,0,26,0.190528
NA,2.5,0,0,1,0,1,38,0.1467762
0,2.5,1,0,1,0,0,62,0.120763
NA,7.5,0,0,0,1,0,32,1.638534
NA,0,1,0,0,0,0,30,0.1635451
0,0,0,1,0,1,0,32,1.001953
NA,7.5,1,0,0,0,0,50,0.6493619
1,5,0,1,1,1,1,56,0.9574175
0,0,0,1,0,0,0,40,0.0002170269
0,5,0,0,0,0,0,40,0.6693861
NA,2.5,0,0,0,1,0,45,4.685503
NA,5,0,0,0,1,0,32,2.568074
NA,2.5,0,0,0,1,0,21,0.03559895
0,5,0,1,1,0,1,56,0.2892101
0,7.5,0,0,1,1,1,41,1.368328
1,10,0,1,0,0,0,43,0.6760157
1,7.5,0,0,1,0,1,58,1.173184
NA,0,0,1,1,0,1,27,0.5058906
0,0,0,1,1,1,1,32,1.588453
1,7.5,0,0,1,1,0,26,0.5199678
0,0,0,0,0,0,0,57,0.2928966
1,10,1,0,0,0,0,27,0.3870613
0,0,0,1,1,0,1,39,0.1888431
0,0,0,0,0,1,0,55,0.550428
NA,5,0,1,1,0,1,27,2.286203
NA,10,0,0,0,1,1,49,4.715395
0,5,0,1,1,1,1,30,0.7109799
1,10,0,0,0,1,1,48,0.5320798
0,5,0,0,0,1,0,39,0.4798688
0,10,0,0,0,1,0,76,3.52872
NA,10,0,1,0,1,1,34,0.4779214
0,2.5,0,0,0,1,0,19,0.4900511
0,2.5,0,1,0,1,1,30,1.058741
0,7.5,0,0,0,1,1,84,2.819653
NA,2.5,0,1,0,1,1,19,4.343243
NA,5,1,0,0,1,0,20,1.89272
1,2.5,1,0,1,0,0,29,0.9027973
0,0,0,0,0,1,0,42,0.3146139
NA,0,0,1,1,0,0,30,0.04888039
NA,5,0,1,1,0,0,36,0.1848559
0,0,0,1,0,0,0,24,1.751033
NA,7.5,0,1,0,1,1,39,1.045039
0,2.5,0,0,1,1,1,30,1.033443
1,5,0,1,0,1,1,71,0.9420306
NA,2.5,1,1,0,1,0,39,2.514746
1,10,0,1,0,1,1,52,0.2271319
NA,7.5,0,0,1,0,0,38,0.7153255
NA,0,0,0,1,0,1,22,1.514814
NA,5,0,1,1,1,0,33,0.4177264
0,0,0,1,1,1,1,47,0.6816845
0,2.5,0,0,1,1,1,31,1.396044
NA,0,0,0,0,0,0,20,0.9748369
1,7.5,0,0,0,1,0,58,2.440373
1,10,0,1,0,0,0,57,0.1619849
0,2.5,0,1,0,1,1,47,0.3303169
NA,10,0,0,0,1,0,37,0.2422152
NA,5,0,1,0,1,0,79,0.9862047
0,5,0,1,0,1,1,59,1.140514
0,10,0,0,0,1,0,38,0.7568602
0,5,0,0,1,0,1,37,0.1219244
NA,2.5,0,0,0,1,0,34,0.9429107
1,10,0,1,0,1,1,54,1.678689
0,2.5,0,1,1,0,0,37,0.8140828
1,7.5,0,0,0,1,0,33,0.8862391
0,2.5,0,1,1,1,1,33,0.567013
NA,5,0,0,0,1,0,62,0.6421016
NA,7.5,0,0,0,1,1,34,0.2393825
1,10,0,1,1,0,1,42,0.1333975
NA,5,0,0,0,1,0,24,0.723975
1,10,0,1,0,1,0,66,1.475485
1,10,0,0,0,1,1,83,1.11198
NA,7.5,0,0,0,1,1,84,0.3338212
0,2.5,0,1,0,1,0,53,1.806436
NA,7.5,0,1,1,1,1,31,1.267087
NA,5,0,0,0,1,1,25,0.2493492
NA,0,0,0,0,0,0,19,0.2601858
0,7.5,0,1,1,0,0,45,0.1319912
0,0,0,1,0,0,1,28,1.061461
NA,2.5,0,1,0,0,1,34,0.2881046
NA,7.5,1,1,0,1,0,20,0.2515006
0,0,1,0,0,0,0,51,0.8607372
0,5,0,1,0,1,1,42,0.767369
0,0,0,0,0,1,0,24,1.192073
1,0,0,1,0,1,1,59,0.9194814
0,2.5,0,0,1,0,0,21,0.8273963
NA,2.5,0,0,0,0,1,30,0.2131682
NA,7.5,0,1,1,0,1,35,0.2210665
0,7.5,0,0,1,0,1,33,0.9404617
NA,0,0,0,0,0,1,20,0.5220819
0,2.5,0,0,1,0,1,31,0.3168276
1,5,0,1,0,1,1,55,0.7304704
NA,5,0,0,0,0,1,30,0.4604671
1,10,0,1,0,1,1,78,0.8348413
1,7.5,0,0,0,0,1,60,0.5840793
1,7.5,0,0,0,1,0,26,1.606442
NA,2.5,0,1,0,1,0,26,0.8580017
0,2.5,0,0,0,1,1,28,0.9853544
1,7.5,0,0,0,0,1,68,0.2263164
NA,5,0,1,0,0,0,41,0.1985313
NA,7.5,0,0,0,1,0,45,0.08400359
NA,5,0,1,1,1,1,30,0.3542661
NA,0,0,1,0,0,0,37,0.04377663
NA,2.5,0,1,0,1,0,56,0.4033233
1,10,0,1,0,1,1,23,1.194724
NA,5,0,1,0,1,0,32,2.43456
1,7.5,0,1,0,1,1,45,1.477973
1,10,0,1,1,1,0,31,0.2490532
1,10,0,1,0,1,1,77,5.992883
1,2.5,0,1,0,1,1,78,1.347903
0,7.5,0,1,0,0,1,61,1.762818
NA,7.5,0,1,0,1,1,59,2.686542
0,2.5,0,1,0,1,1,19,1.825233
NA,2.5,0,0,0,0,1,18,0.06855455
0,0,0,0,0,0,1,54,0.1759428
0,5,0,0,1,1,1,42,0.5162747
NA,2.5,0,1,0,0,0,37,0.7905352
NA,2.5,0,1,0,0,0,30,0.9899691
0,2.5,0,0,0,0,0,30,0.6932492
1,2.5,0,1,1,1,1,31,0.4046118
0,0,0,0,1,1,0,41,0.2969674
NA,7.5,0,1,0,1,1,19,5.445355
0,5,0,1,0,1,0,50,1.005095
NA,7.5,0,0,1,1,1,55,0.4707456
NA,5,0,1,0,0,0,22,1.056786
1,10,0,0,0,1,0,33,1.008001
1,2.5,0,1,0,1,1,69,2.627714
1,10,0,1,0,1,1,44,1.090544
0,0,0,1,0,0,0,53,0.2525029
0,2.5,0,1,0,0,1,43,2.532572
0,5,0,1,0,0,0,42,0.09785782
NA,7.5,1,0,0,0,0,25,0.1706093
0,2.5,0,0,0,1,0,29,1.40287
NA,0,0,0,0,0,0,48,0.1031315
0,2.5,0,1,0,1,1,42,1.243722
1,10,0,0,0,1,1,84,0.5263723
NA,5,0,1,1,0,1,35,0.08534299
0,7.5,0,1,1,1,1,31,0.1629337
NA,5,0,0,0,1,0,46,1.191638
NA,10,0,1,1,1,1,29,0.3002212
NA,10,0,0,0,1,0,43,0.7271412
0,10,0,1,0,1,1,68,0.5224604
0,0,0,1,0,1,0,21,1.190198
0,0,0,1,1,1,1,54,1.147471
1,7.5,0,1,0,1,1,41,3.319872
1,10,0,0,0,1,1,66,0.8901539
NA,2.5,0,0,0,1,1,58,0.1207573
NA,7.5,0,0,0,1,1,26,6.671829
NA,7.5,0,1,1,1,1,35,0.1942893
NA,7.5,0,1,1,1,0,31,0.03570504
NA,5,0,1,0,0,0,39,0.6789753
NA,7.5,0,1,1,1,1,28,0.7294787
0,2.5,0,0,0,1,1,42,2.333706
NA,2.5,0,0,1,1,0,28,0.4992113
0,10,0,1,1,0,1,55,0.8418057
0,5,0,1,0,0,1,48,0.8905091
NA,2.5,0,1,1,1,1,30,0.08784197
NA,0,1,1,0,1,1,41,2.021335
1,7.5,0,0,1,1,0,21,0.8244844
1,10,0,0,0,1,1,46,2.053902
NA,2.5,0,1,0,1,0,38,0.7100744
NA,5,0,1,0,0,0,44,0.0708968
1,5,0,0,0,1,1,79,0.6378638
1,10,0,0,0,1,1,74,0.09596186
0,7.5,0,1,0,0,1,62,0.8978054
1,7.5,1,0,0,1,0,50,1.259519
NA,0,0,1,0,0,0,25,7.278297
0,2.5,0,1,0,0,0,61,1.020821
0,2.5,0,0,0,1,1,50,1.1095
0,0,0,1,1,1,1,37,0.8646439
NA,0,0,0,1,1,1,45,0.5463181
1,7.5,0,1,1,1,0,30,0.1957318
0,0,0,1,1,1,0,27,1.237304
NA,0,0,1,1,0,0,33,0.1889605
0,5,0,1,0,1,1,51,1.630331
1,10,0,0,0,1,1,53,0.3297886
0,0,0,0,1,1,1,28,0.4514512
1,10,0,0,1,1,0,31,0.7739037
NA,10,0,0,0,1,1,29,1.025144
NA,5,0,0,0,0,0,34,0.1502732
0,5,0,1,0,0,1,52,0.5601113
0,0,0,0,0,0,0,56,0.2649867
0,2.5,0,0,0,0,1,46,0.6296814
0,5,0,0,0,0,0,19,1.284471
0,7.5,0,1,1,0,1,64,0.8287401
NA,7.5,0,1,0,1,0,24,0.9883085
0,0,0,1,1,0,1,51,0.7078103
0,0,0,0,1,1,0,29,0.5905524
NA,5,0,1,0,0,1,22,0.4887077
NA,7.5,0,1,0,1,1,49,0.09710354
1,7.5,0,0,1,1,1,51,0.4397136
0,0,0,0,0,0,0,38,2.154567
0,10,0,0,0,1,1,54,0.1635463
NA,5,0,1,1,1,1,28,0.2233902
1,2.5,0,1,0,1,1,57,0.9625681
1,7.5,0,0,0,1,1,68,0.9633396
0,7.5,0,0,0,1,1,62,0.2284116
NA,2.5,0,0,0,0,0,52,0.7504575
NA,7.5,0,1,0,0,1,47,0.1310047
NA,10,0,1,0,1,1,41,0.6349645
NA,0,0,0,1,0,0,61,0.1657137
1,7.5,0,0,0,1,1,69,1.010702
NA,5,0,1,0,0,0,40,1.6318
NA,7.5,0,0,0,0,0,51,0.2533574
1,2.5,0,0,0,0,0,62,1.28383
NA,10,0,0,0,1,0,73,0.1693329
0,0,0,1,1,0,1,36,0.5713809
0,0,0,0,0,1,0,54,0.8788166
1,10,0,1,0,1,1,71,0.3515857
NA,5,0,1,0,1,1,31,0.3929943
NA,2.5,0,0,0,0,1,35,0.3732192
0,0,0,0,0,1,1,80,0.3916133
NA,10,0,1,0,1,1,50,0.3220463
NA,5,0,1,1,1,1,33,0.2032044
NA,7.5,0,1,1,1,1,30,0.1684319
0,10,0,1,1,0,0,67,0.6558029
NA,0,1,0,1,0,1,42,0.01117013
NA,5,0,0,0,1,1,35,0.2181879
NA,0,1,1,1,0,0,21,0.1125328
0,5,0,0,0,0,0,28,0.3033824
NA,2.5,0,1,0,1,0,25,0.7428843
0,7.5,0,1,0,1,1,62,0.7051672
NA,10,0,0,1,1,0,34,0.155603
NA,10,0,1,0,1,1,58,0.4324034
0,7.5,0,0,0,1,1,59,1.142629
NA,10,0,0,0,1,1,75,5.582799
NA,10,0,0,1,1,1,35,0.1171737
NA,7.5,0,1,0,0,1,60,0.3858127
0,5,0,0,0,1,1,26,0.637088
1,7.5,0,0,0,1,1,62,1.723324
1,2.5,0,0,0,1,1,36,2.019058
NA,7.5,0,0,0,1,1,49,0.318439
NA,2.5,1,1,0,1,0,33,0.2095582
NA,10,0,0,0,1,1,55,0.1402003
1,7.5,0,1,0,1,1,59,1.01215
0,2.5,0,0,1,1,1,31,1.06047
1,10,0,1,0,1,1,67,0.8502097
NA,10,0,0,0,1,0,65,0.4544573
NA,0,0,1,1,1,0,32,0.2341436
NA,10,0,1,0,1,1,61,6.498947
NA,7.5,0,1,1,0,1,36,0.1314652
0,2.5,1,0,0,0,0,70,15.00001
1,10,0,0,0,1,1,71,1.588447
NA,2.5,0,1,0,0,0,75,8.304029
NA,7.5,0,1,0,1,1,62,1.316208
0,10,0,1,0,1,0,59,2.080114
1,10,0,1,1,0,1,65,0.176147
NA,7.5,0,1,1,1,1,32,0.05838136
0,0,0,0,0,1,1,38,0.6679498
0,2.5,0,0,0,1,1,60,0.5020841
1,5,0,0,1,1,0,60,0.2743694
NA,5,0,1,1,0,1,52,0.203368
0,7.5,0,0,0,1,1,78,1.263422
0,5,0,1,1,0,1,56,0.703167
NA,2.5,0,0,0,0,0,52,0.2703891
0,0,0,0,1,0,0,29,0.2569883
NA,2.5,0,1,0,1,1,55,1.313693
NA,7.5,0,0,0,0,1,54,1.483846
0,0,0,0,0,0,1,55,0.6914908
NA,0,0,1,1,1,1,30,0.1008415
NA,2.5,0,1,1,1,1,29,0.7146935
1,10,0,0,0,1,1,67,0.8916265
0,2.5,0,0,1,0,0,32,0.534282
0,2.5,0,0,1,0,0,37,0.3420376
NA,5,0,1,1,1,1,31,0.7215647
NA,2.5,0,1,0,0,1,49,2.218932
0,0,0,0,0,1,1,70,0.6803383
NA,5,0,1,0,1,1,33,0.5472363
1,7.5,0,1,1,0,1,63,0.8965594
0,0,0,0,0,1,1,18,0.1242212
0,10,0,1,0,1,1,76,0.919662
1,5,0,0,0,1,0,57,0.6021759
0,0,0,1,1,1,1,30,1.12066
NA,10,0,0,1,1,0,22,0.9053241
NA,2.5,0,0,0,0,0,32,0.6978824
0,0,0,1,1,1,1,38,1.058741
NA,2.5,0,0,1,1,0,25,0.4319364
0,2.5,0,0,0,1,1,65,0.9336995
NA,10,0,1,0,1,0,27,0.9644725
NA,7.5,0,1,1,0,1,64,0.1288959
0,2.5,0,0,0,1,0,60,0.2490221
NA,0,0,0,0,0,0,54,0.1293193
NA,7.5,0,0,1,1,1,44,2.156564
0,2.5,0,0,1,0,1,59,0.2113718
NA,0,0,0,0,1,0,22,0.8473489
1,7.5,0,0,0,1,1,32,1.040358
NA,5,0,1,0,0,0,67,0.1742387
NA,10,0,1,0,1,1,68,0.706249
0,2.5,0,0,0,1,1,79,1.178003
1,2.5,0,1,1,1,1,26,0.1766532
NA,10,0,0,1,0,1,35,0.100975
0,0,0,0,1,1,1,35,0.9051471
NA,10,0,1,1,1,1,33,0.01371534
0,0,0,0,1,0,1,30,1.13977
NA,7.5,0,1,1,0,1,28,0.1138666
1,7.5,0,1,0,1,1,53,0.8916662
NA,10,0,0,0,1,1,43,5.126125
0,2.5,0,1,1,0,1,38,0.5007675
0,10,0,0,1,1,1,33,0.1037895
0,2.5,0,0,0,0,0,38,1.510552
0,7.5,0,0,0,0,0,55,0.1229209
0,7.5,0,0,1,0,1,54,0.3088659
1,10,0,1,1,0,1,63,1.001076
1,5,0,0,1,1,0,26,0.4341032
NA,2.5,0,1,1,0,0,54,1.801514
NA,0,1,1,0,1,0,30,0.8229709
0,5,0,0,0,1,1,68,0.55986
1,7.5,0,0,0,1,1,37,0.8739763
1,7.5,0,1,0,0,1,30,3.017723
NA,5,0,0,0,0,1,84,3.444302
0,7.5,0,1,0,1,1,66,0.3432518
NA,2.5,0,1,0,0,1,31,0.1832955
1,7.5,0,1,0,1,0,51,0.8546401
NA,5,0,0,1,1,1,63,0.2708643
1,7.5,0,0,0,1,0,58,0.7063759
NA,2.5,0,1,1,1,1,34,0.5027439
0,0,0,0,0,0,0,44,0.4337646
1,10,0,1,1,1,1,42,1.494652
1,5,0,0,0,1,0,22,0.6978904
0,2.5,0,0,1,0,0,63,0.5250221
0,2.5,0,1,1,1,1,29,0.2294089
1,10,0,1,1,0,1,65,0.313838
1,2.5,0,0,1,1,0,34,0.301587
NA,5,0,0,1,0,1,37,0.5758915
1,7.5,0,1,0,1,0,58,1.984376
1,2.5,0,0,1,1,1,31,0.6103158
NA,2.5,1,1,0,1,1,30,3.766757
0,5,0,0,0,1,1,70,0.3530231
0,2.5,0,0,1,0,0,37,0.663049
1,5,0,1,0,1,1,69,0.4291628
0,0,0,0,0,0,0,27,2.18627
NA,0,0,0,0,0,0,64,0.2902234
NA,2.5,0,0,1,1,1,31,0.1633599
0,0,0,1,1,0,1,58,0.5244204
0,2.5,0,1,1,1,1,32,0.1837542
1,2.5,0,0,1,1,1,21,0.6240764
0,2.5,0,1,1,1,0,23,1.801204
NA,2.5,0,1,0,0,0,46,0.7209059
NA,5,0,0,0,1,1,27,0.5568202
1,2.5,0,0,0,1,1,69,1.327847
0,0,0,0,1,0,0,27,0.4581627
1,7.5,0,0,0,1,1,29,1.114255
0,5,0,0,0,0,1,45,3.279436
0,2.5,0,0,1,1,1,26,0.6773283
1,5,0,0,1,1,0,29,0.7194423
NA,2.5,0,0,0,0,0,22,0.5023444
NA,7.5,0,0,0,1,1,52,0.1703213
0,2.5,0,1,1,0,0,65,0.1529292
1,5,0,1,1,1,1,36,0.07619705
NA,2.5,1,0,0,0,1,49,0.5596723
NA,0,0,0,0,0,1,42,0.2165043
NA,2.5,0,0,1,0,1,55,0.31813
NA,2.5,0,0,1,0,1,27,0.01317549
1,10,0,0,0,1,1,71,1.415476
NA,5,0,0,1,0,1,44,0.05504356
1,7.5,0,0,0,1,1,55,1.477215
NA,5,0,0,1,0,1,27,0.08182728
0,0,0,1,0,0,1,63,0.6480192
1,10,0,0,0,1,1,33,0.8622624
0,5,0,1,1,0,1,62,0.6192794
1,10,1,0,0,1,1,31,0.2580069
0,2.5,0,0,1,0,0,27,0.324037
1,5,0,1,1,1,0,33,0.596242
0,2.5,0,1,1,0,1,35,0.8129343
NA,5,0,0,0,1,0,27,3.105496
0,2.5,0,1,0,1,1,41,2.253692
0,2.5,0,0,1,0,1,50,0.0002225738
0,0,0,0,0,0,1,62,0.3703779
NA,10,0,1,0,1,1,29,0.6566869
NA,7.5,0,1,1,1,1,23,0.3655487
NA,2.5,0,1,1,1,1,31,0.3336786
0,7.5,0,1,1,1,1,30,1.93327
1,2.5,0,0,1,0,1,31,0.6298308
0,2.5,0,0,1,1,0,23,1.027275
1,7.5,0,0,0,1,0,43,0.8559773
0,10,0,1,0,0,0,33,1.695074
NA,2.5,0,0,0,0,0,28,0.9519185
0,2.5,0,0,1,0,0,25,0.108966
0,0,0,0,1,1,1,30,0.3560576
NA,5,0,1,0,1,1,58,0.2605858
0,5,0,1,0,1,1,60,1.527425
0,5,0,0,0,1,0,59,1.333741
NA,7.5,1,1,0,0,0,32,0.7856498
0,2.5,0,1,1,0,1,41,2.279692
NA,0,0,0,1,1,1,33,0.11249
1,2.5,0,0,1,0,1,71,0.4182689
NA,7.5,0,0,1,1,1,29,0.2025075
0,2.5,0,0,1,1,0,27,0.5185508
0,7.5,0,1,1,0,1,70,0.1639287
NA,0,0,0,1,1,0,29,0.4395561
NA,2.5,1,1,0,0,0,60,0.6654457
1,10,0,0,0,1,1,70,4.87585
NA,2.5,0,0,0,1,1,69,0.6763818
NA,7.5,0,1,0,0,1,54,0.1273053
0,5,0,0,0,1,1,60,0.5392636
0,10,0,0,1,0,1,42,0.2346426
NA,10,0,1,0,1,1,44,1.380643
1,10,0,1,1,1,1,33,0.07178179
NA,7.5,0,0,0,1,0,48,0.1972944
NA,7.5,0,0,0,1,0,28,2.848411
0,2.5,0,1,0,0,0,26,0.1165508
NA,0,1,0,0,1,0,46,1.665228
0,10,0,1,1,1,1,50,0.09950349
NA,10,0,1,1,0,1,45,0.7119856
NA,0,0,0,0,1,1,32,0.2271618
0,7.5,0,0,1,1,0,30,0.84511
0,2.5,0,0,1,1,1,25,0.9361233
NA,7.5,0,1,0,1,1,51,1.61087
0,2.5,0,0,1,1,0,34,0.8037423
0,0,0,1,1,0,0,29,0.1922754
0,2.5,0,1,1,0,1,61,0.334877
NA,2.5,0,1,0,1,0,28,3.138438
0,2.5,0,0,0,1,0,73,0.7044634
0,5,0,0,1,1,1,30,0.6056009
0,0,0,0,0,0,0,63,0.6050263
NA,7.5,0,1,1,0,1,41,0.100072
1,10,0,1,0,1,1,60,1.590723
0,0,0,0,0,1,1,78,1.096753
NA,5,0,0,1,1,0,33,0.1875393
0,5,0,1,1,0,1,51,0.2562723
0,5,0,0,1,0,1,36,1.445696
1,5,0,0,0,1,0,29,1.302136
NA,7.5,0,1,1,1,1,30,0.1292602
1,7.5,0,0,0,1,1,57,0.08963218
NA,10,0,1,0,1,1,25,0.7798744
0,10,0,0,1,1,1,42,0.4856786
0,0,0,0,0,0,0,31,0.4053731
NA,7.5,0,1,1,1,1,31,0.5287964
0,0,0,0,1,0,1,68,0.07034695
NA,0,0,0,1,0,1,51,0.1229184
NA,5,0,1,1,0,1,46,0.05949692
NA,0,0,0,0,1,1,27,0.5985634
NA,10,0,0,1,1,0,24,2.768832
NA,5,0,1,1,1,1,34,0.2624188
NA,2.5,0,0,1,0,1,29,1.341916
0,5,0,0,1,0,0,46,0.144088
1,7.5,0,0,0,0,1,41,0.5490465
0,5,0,0,1,0,0,23,0.9856716
NA,2.5,0,1,1,0,0,35,0.1257081
0,2.5,0,0,1,0,1,28,0.1974525
NA,2.5,0,1,0,0,1,61,0.1722998
0,2.5,0,0,1,0,1,32,0.5980183
0,7.5,0,1,0,1,1,59,0.4500281
NA,7.5,0,0,0,1,0,24,1.052563
NA,2.5,0,0,0,0,0,29,0.2639621
0,7.5,0,0,0,0,0,26,1.382307
NA,2.5,0,0,0,0,1,61,0.9488543
1,5,0,0,0,1,1,67,0.9342242
0,5,0,1,0,1,1,48,0.5746361
NA,7.5,0,0,0,1,0,52,2.877333
0,0,0,0,1,1,1,35,0.7155647
NA,7.5,0,0,0,0,0,58,1.011143
1,7.5,0,0,0,0,1,66,0.3218369
NA,5,0,0,1,1,0,31,0.2070907
NA,2.5,0,0,0,0,0,30,0.05088556
NA,5,0,1,0,1,1,29,0.6040098
0,5,0,1,1,1,1,32,1.051095
1,10,0,0,1,1,1,28,0.6853288
NA,2.5,0,1,1,1,1,34,0.1265557
NA,2.5,0,1,1,1,1,33,0.1536129
0,2.5,0,0,1,1,1,30,0.2759647
NA,2.5,0,0,0,0,0,31,0.8244971
NA,5,0,1,1,1,1,30,0.1807448
NA,2.5,0,0,1,0,1,33,0.2421736
1,7.5,0,0,0,1,0,22,0.6933632
1,7.5,0,0,1,1,0,35,1.524114
NA,2.5,0,0,0,0,0,21,0.3497954
0,7.5,0,1,1,0,1,43,0.3358545
0,0,0,0,0,0,1,37,0.8113633
1,5,0,0,1,1,0,29,1.315784
0,5,0,0,1,0,1,36,1.875004
0,7.5,0,1,1,0,0,50,0.3080579
0,7.5,0,0,0,1,0,52,0.04370745
NA,7.5,0,0,0,1,0,66,2.655612
NA,0,0,0,1,0,1,35,0.03086674
NA,5,0,1,1,1,0,29,0.09264901
NA,0,0,1,1,1,0,41,1.002916
NA,5,0,0,1,0,1,39,0.04327037
NA,2.5,0,0,0,0,0,43,0.3522446
1,10,0,1,0,1,0,33,1.740076
NA,5,0,0,0,1,0,29,1.484263
0,2.5,0,0,1,0,1,48,1.355386
0,2.5,0,0,1,0,0,26,0.4466746
0,5,0,0,1,1,0,28,0.3815394
0,2.5,0,0,1,0,0,25,0.7112407
0,7.5,0,0,0,1,1,39,0.8887596
0,2.5,0,0,1,0,0,57,0.8714091
0,5,0,1,0,1,0,26,0.5018597
0,0,0,0,1,0,0,56,0.3229738
1,0,0,1,1,0,0,34,2.132466
NA,2.5,0,0,1,1,0,25,2.502932
NA,7.5,0,0,0,1,1,79,1.26551
NA,7.5,0,1,1,0,1,43,0.0604128
0,10,0,1,0,0,0,41,4.016877
0,0,0,1,1,1,0,25,0.9432847
1,10,0,1,0,1,1,44,2.907113
NA,2.5,0,1,1,1,1,33,0.1561358
0,2.5,0,1,1,1,1,35,0.8150158
0,2.5,0,0,0,1,0,35,0.3580802
0,2.5,0,1,0,0,1,21,0.9099892
1,2.5,1,1,0,0,0,22,1.587906
NA,2.5,0,0,1,0,0,44,0.2624578
NA,2.5,0,0,1,1,1,30,0.1775279
NA,10,0,1,0,1,1,40,0.3968921
1,2.5,0,0,1,1,1,28,0.5027128
NA,7.5,0,0,1,0,1,32,1.334426
NA,10,0,0,0,1,0,63,0.1536468
1,10,0,1,0,1,0,39,1.230439
0,0,0,0,1,0,1,28,0.1952075
0,2.5,1,0,1,1,1,43,1.698939
NA,0,0,1,1,0,0,37,1.794368
1,7.5,0,0,0,1,0,21,0.6324994
NA,7.5,0,1,1,1,1,49,0.4512737
1,7.5,0,0,1,1,0,30,0.6791409
0,0,0,1,0,0,1,58,0.6140126
